Respondent_type,pid,research_type_qualitative,research_type_quant_experimental,research_type_quant_observational,research_type_quant_other,research_type_theoretical,year_complete_phd,Research type,Career stage,publicly_posting_what_percentage_subfield,publicly_posting_distribution_of_opinion_subfield_1,publicly_posting_distribution_of_opinion_subfield_2,publicly_posting_distribution_of_opinion_subfield_3,publicly_posting_distribution_of_opinion_subfield_4,publicly_posting_distribution_of_opinion_subfield_5,analysis_pre_registration_what_percentage_subfield,analysis_pre_registration_distribution_of_opinion_subfield_1,analysis_pre_registration_distribution_of_opinion_subfield_2,analysis_pre_registration_distribution_of_opinion_subfield_3,analysis_pre_registration_distribution_of_opinion_subfield_4,analysis_pre_registration_distribution_of_opinion_subfield_5,econ_subfield,psych_subfield,polisci_subfield,socio_subfield,analysis_pre_registration_descriptive_subfield_norm,analysis_pre_registration_prescriptive_subfield_norm,publicly_posting_descriptive_subfield_norm,publicly_posting_prescriptive_subfield_norm,descriptive_subfield_norm_across_practices,prescriptive_subfield_norm_across_practices,subfield_norms,subfield,Discipline,publicly_posting_approximately_when_was,posting_study_instruments_approximately_when_was,analysis_pre_registration_approximately_when_was,publicly_posting_approximately_how_many,posting_study_instruments_approximately_how_many,analysis_pre_registration_approximately_how_many,publicly_posting_think_about_last,posting_study_instruments_think_about_last,analysis_pre_registration_think_about_last,publicly_posting_have_you_ever,posting_study_instruments_have_you_ever,analysis_pre_registration_have_you_ever,has_done_posting_study_instruments,has_done_publicly_posting,has_done_analysis_pre_registration,has_done_any_practice_ever,has_done_posting_study_instruments_last_paper,has_done_publicly_posting_last_paper,has_done_analysis_pre_registration_last_paper,has_done_any_practice_ever_last_paper,publicly_posting_distribution_of_opinion_discipline_1,publicly_posting_distribution_of_opinion_discipline_2,publicly_posting_distribution_of_opinion_discipline_3,publicly_posting_distribution_of_opinion_discipline_4,publicly_posting_distribution_of_opinion_discipline_5,analysis_pre_registration_distribution_of_opinion_discipline_1,analysis_pre_registration_distribution_of_opinion_discipline_2,analysis_pre_registration_distribution_of_opinion_discipline_3,analysis_pre_registration_distribution_of_opinion_discipline_4,analysis_pre_registration_distribution_of_opinion_discipline_5,publicly_posting_what_is_your_opinion,publicly_posting_what_percentage_discipline,analysis_pre_registration_what_is_your_opinion,analysis_pre_registration_what_percentage_discipline,posting_study_instruments_what_is_your_opinion,personal_support_open_science,awareness_across_practices,attitude_across_practices,behavior_across_practices,trustworthiness_when_researchers_run_canonical,trustworthiness_how_confident_are,trustworthiness_when_researchers_run_recent,trustworthiness_think_about_table,norms,overall_open_science,trustworthiness_of_literature,descriptive_norm_across_practices,prescriptive_norm_across_practices,publicly_posting_practice_index,posting_study_instruments_practice_index,analysis_pre_registration_practice_index,manipulation_check_nudge,post_treatment_behavioral_intentions_and_attitudes,post_treatment_pre_registration_norms,post_treatment_research_transparency_behavioral_intentions_and_attitudes,post_treatment_research_transparency_norms,publicly_posting_attitude,publicly_posting_awareness,publicly_posting_behavior,publicly_posting_descriptive_norm,publicly_posting_prescriptive_norm,posting_study_instruments_attitude,posting_study_instruments_awareness,posting_study_instruments_behavior,analysis_pre_registration_attitude,analysis_pre_registration_awareness,analysis_pre_registration_behavior,analysis_pre_registration_descriptive_norm,analysis_pre_registration_prescriptive_norm,.dummy,"Overall personal
support",Awareness,Attitude,Behavior,"Personal support
(no norms)",Norms,"Overall
(includes norms)","Trustworthiness of
literature",Canonical research,Influential research,Recent research,"Latest issue of
 discipline's top journals"
grad-25,28636,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,20,34,26,18,14,8,9,32,31,21,12,4,Educational Psychology,Educational Psychology,Educational Psychology,Educational Psychology,0.12,0.3125,0.30000000000000004,0.33999999999999997,0.21000000000000002,0.32625,0.268125,Educational Psychology,Psychology,2019,2015,NA,1,0,0,0,1,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,34,24,20,13,9,32,24,18,16,10,5,40,5,15,5,0.7962962962962963,1,1,0.3888888888888889,2,1,3,2,0.27625,0.5245698302469135,0.25,0.21000000000000002,0.3425,0.5219907407407407,0.75,0.30171875,0.75,0.9233333333333333,1,0.934,0.5,1,1,0.6666666666666666,0.30000000000000004,0.34375,1,1,0.5,1,1,0,0.12,0.34125,1,0.7962962962962963,1,1,0.3888888888888889,0.7962962962962963,0.27625,0.5245698302469135,0.25,2,1,3,2
faculty-75,8726,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,62,15,8,19,39,19,3,20,25,23,19,13,American Politics,American Politics,American Politics,American Politics,0.03,0.44999999999999996,0.5900000000000001,0.5975,0.31000000000000005,0.5237499999999999,0.416875,American Politics,Political Science,2014,2014,NA,7,7,0,1,1,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,26,10,15,30,19,16,35,26,17,6,5,56,2,3,5,0.8222222222222222,1,0.8,0.6666666666666666,4,4,2,3,0.40093750000000006,0.6445486111111112,0.5625,0.31000000000000005,0.491875,0.7120833333333334,1,0.2215625,0.625,0.16666666666666666,0.5,0.75,0.875,1,1,1,0.5900000000000001,0.55625,1,1,1,0.4,1,0,0.03,0.4275,1,0.8222222222222222,1,0.8,0.6666666666666666,0.8222222222222222,0.40093750000000006,0.6445486111111112,0.5625,4,4,2,3
grad-25,9305,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,22,0,30,50,20,0,0,30,50,20,0,0,International Relations,International Relations,International Relations,International Relations,0,0.22499999999999998,0.15,0.475,0.075,0.35,0.2125,International Relations,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,50,30,0,0,80,20,0,0,5,8,1,0,4,0.5555555555555556,1,0.6666666666666667,0,2,2,2,1,0.228125,0.3181828703703704,0.1875,0.075,0.38125,0.4311111111111111,0.4,0.1234375,1,0,0.25,0.324,0.5,1,1,0,0.15,0.5,0.8,0,0,0.2,1,0,0,0.2625,1,0.5555555555555556,1,0.6666666666666667,0,0.5555555555555556,0.228125,0.3181828703703704,0.1875,2,2,2,1
grad-25,18165,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,25,25,10,10,25,30,24,30,20,8,27,15,Neuroscience,Neuroscience,Neuroscience,Neuroscience,0.245,0.4425,0.275,0.5625,0.26,0.5025,0.38125,Neuroscience,Psychology,2018,NA,2017,1,0,2,1,NA,1,1,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,25,12,12,25,26,30,20,5,30,15,5,30,5,25,5,0.8888888888888888,1,1,0.6666666666666666,3,3,3,4,0.3790625,0.5403182870370371,0.5625,0.26,0.49812500000000004,0.6111111111111112,0.5,0.50984375,0.375,0.97,1,0.874,0.75,1,1,1,0.275,0.55,1,0,0,1,1,1,0.245,0.44625,1,0.8888888888888888,1,1,0.6666666666666666,0.8888888888888888,0.3790625,0.5403182870370371,0.5625,3,3,3,4
faculty-75,23117,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,75,10,10,18,33,29,50,20,15,25,15,25,Economic History,Economic History,Economic History,Economic History,0.5549999999999999,0.525,0.655,0.6525,0.605,0.58875,0.596875,Economic History,Economics,2016,NA,NA,1,0,0,0,NA,NA,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,15,20,30,20,15,14,29,27,15,5,56,3,61,5,0.6481481481481481,1,0.8333333333333334,0.1111111111111111,3,3,3,3,0.5865625,0.5489023919753087,0.5,0.605,0.568125,0.658425925925926,0.5,0.48828125,0.625,0.6066666666666667,0.5,0.66,0.875,0.9,1,0.3333333333333333,0.655,0.6074999999999999,1,1,0,0.6,0,0,0.5549999999999999,0.52875,1,0.6481481481481481,1,0.8333333333333334,0.1111111111111111,0.6481481481481481,0.5865625,0.5489023919753087,0.5,3,3,3,3
grad-25,27142,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,70,0,1,19,34,46,39,1,9,22,31,37,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.35,0.735,0.6599999999999999,0.8125,0.5049999999999999,0.7737499999999999,0.6393749999999999,Comparative Politics,Political Science,NA,2018,2018,0,1,1,NA,NA,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,20,28,49,3,9,24,31,33,4,62,4,31,4,0.6703703703703704,1,0.7333333333333333,0.2777777777777778,3,3,2,2,0.6346875,0.6164814814814815,0.375,0.5049999999999999,0.764375,0.6740277777777778,0.65,0.5254166666666666,0.375,0.6966666666666667,1,0.736,0.75,0.7,1,0,0.6599999999999999,0.80875,0.8,0,0.5,0.7,1,0.3333333333333333,0.35,0.72,1,0.6703703703703704,1,0.7333333333333333,0.2777777777777778,0.6703703703703704,0.6346875,0.6164814814814815,0.375,3,3,2,2
grad-25,20029,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,84,0,0,3,45,52,81,0,0,7,68,25,American Politics,American Politics,American Politics,American Politics,0.665,0.7949999999999999,0.725,0.8725,0.6950000000000001,0.83375,0.764375,American Politics,Political Science,2016,2016,2017,3,2,1,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5,5,40,25,25,0,5,82,10,3,5,61,5,52,5,1,1,1,1,3,4,4,5,0.703125,0.8483969907407407,0.75,0.6950000000000001,0.7112499999999999,0.8159722222222222,1,0.72921875,0,0.62,0.75,0.922,1,1,1,1,0.725,0.76125,1,1,1,1,1,1,0.665,0.6612499999999999,1,1,1,1,1,1,0.703125,0.8483969907407407,0.75,3,4,4,5
grad-25,20603,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,15,5,5,30,35,25,71,2,3,30,35,30,Inequality,Inequality,Inequality,Inequality,0.5349999999999999,0.72,0.125,0.675,0.32999999999999996,0.6975,0.5137499999999999,Inequality,Sociology,NA,2013,NA,0,0,0,NA,1,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,10,40,30,15,10,20,30,30,10,4,10,2,36,5,0.5666666666666667,1,0.7000000000000001,0,4,4,3,4,0.48,0.454525462962963,0.6875,0.32999999999999996,0.63,0.4513888888888889,0.45,0.4621875,0.25,0.25,0.5,0.62,0.875,0.8,1,0,0.125,0.6375,0.9,1,0,0.4,0,0,0.5349999999999999,0.6225,1,0.5666666666666667,1,0.7000000000000001,0,0.5666666666666667,0.48,0.454525462962963,0.6875,4,4,3,4
faculty-75,26085,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Experimental,Published Author,20,10,20,40,20,10,27,26,16,25,19,14,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.23500000000000001,0.4475,0.25,0.5,0.2425,0.47375,0.358125,Comparative Politics,Political Science,2007,2016,2016,20,2,5,1,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,13,20,31,21,15,21,16,28,21,14,5,30,4,20,3,0.8592592592592593,1,0.8,0.7777777777777778,4,3,4,3,0.36343749999999997,0.5549421296296296,0.625,0.2425,0.484375,0.5909722222222222,0.6333333333333333,0.44052083333333336,0.375,0.8333333333333334,0.5,0.85,0.5,1,1,1,0.25,0.50625,0.6,1,0.6666666666666666,0.8,1,0.6666666666666666,0.23500000000000001,0.4625,1,0.8592592592592593,1,0.8,0.7777777777777778,0.8592592592592593,0.36343749999999997,0.5549421296296296,0.625,4,3,4,3
grad-25,36636,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,39,11,23,25,30,11,18,10,20,27,28,15,International Relations,International Relations,International Relations,International Relations,0.215,0.545,0.35,0.5175,0.2825,0.53125,0.406875,International Relations,Political Science,2019,2017,2017,1,3,6,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,14,19,33,22,7,18,27,25,23,5,31,5,25,5,0.9777777777777777,1,0.9333333333333333,1,4,4,4,4,0.4234375,0.7064988425925925,0.75,0.2825,0.5643750000000001,0.6202777777777778,0.95,0.54921875,0.625,1,1,0.942,0.75,0.9,1,1,0.35,0.5575,0.9,1,1,1,1,1,0.215,0.57125,1,0.9777777777777777,1,0.9333333333333333,1,0.9777777777777777,0.4234375,0.7064988425925925,0.75,4,4,4,4
faculty-75,23520,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,33,0,2,22,48,28,5,13,22,30,23,12,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.035,0.49750000000000005,0.265,0.7549999999999999,0.15000000000000002,0.62625,0.388125,Labor Economics,Economics,2015,NA,NA,3,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,5,20,53,20,10,20,34,31,5,4,20,4,2,4,0.662962962962963,1,0.7666666666666667,0.2222222222222222,4,4,4,4,0.383125,0.42853395061728394,0.75,0.15000000000000002,0.61625,0.5993518518518518,0.4,0.28625,0.625,0.45,0.75,0.63,1,0.8,1,0.6666666666666666,0.265,0.7324999999999999,0.8,1,0,0.7,1,0,0.035,0.5,1,0.662962962962963,1,0.7666666666666667,0.2222222222222222,0.662962962962963,0.383125,0.42853395061728394,0.75,4,4,4,4
grad-25,34777,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,9,7,12,13,28,40,12,0,6,34,39,21,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.11499999999999999,0.6875,0.1,0.705,0.1075,0.69625,0.40187500000000004,Clinical Psychology,Psychology,NA,2020,2017,0,1,0,NA,0,1,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,20,20,20,20,16,27,30,15,12,4,11,4,11,5,0.6592592592592592,1,0.8666666666666667,0.1111111111111111,2,4,4,4,0.34656250000000005,0.4859085648148148,0.625,0.1075,0.5856250000000001,0.43527777777777776,0.6666666666666666,0.35578125,0.5,0.7766666666666666,1,0.76,0.875,0.8,1,0,0.1,0.6025,1,1,0.3333333333333333,0.8,1,0,0.11499999999999999,0.56875,1,0.6592592592592592,1,0.8666666666666667,0.1111111111111111,0.6592592592592592,0.34656250000000005,0.4859085648148148,0.625,2,4,4,4
grad-25,16347,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,31,29,16,22,0,33,25,49,15,0,15,21,Neuroscience,Neuroscience,Neuroscience,Neuroscience,0.29000000000000004,0.36,0.33499999999999996,0.48,0.3125,0.42,0.36624999999999996,Neuroscience,Psychology,2018,NA,2019,2,0,1,1,NA,0,1,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,38,0,32,0,30,50,0,0,32,18,5,36,4,33,5,0.8851851851851852,1,0.9333333333333333,0.7222222222222222,4,4,4,3,0.37124999999999997,0.5992592592592593,0.6875,0.3125,0.43,0.6044444444444445,0.75,0.44333333333333336,0.25,0.7133333333333334,0.75,0.838,0.875,1,1,1,0.33499999999999996,0.47,1,1,0.5,0.8,1,0.6666666666666666,0.29000000000000004,0.39,1,0.8851851851851852,1,0.9333333333333333,0.7222222222222222,0.8851851851851852,0.37124999999999997,0.5992592592592593,0.6875,4,4,4,3
grad-25,19906,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,10,20,30,30,15,5,67,0,10,20,40,30,Behavioral Economics,Behavioral Economics,Behavioral Economics,Behavioral Economics,0.625,0.725,0.195,0.38749999999999996,0.41000000000000003,0.5562499999999999,0.48312499999999997,Behavioral Economics,Economics,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,15,30,30,20,5,15,20,40,20,5,29,5,58,5,0.8333333333333334,1,1,0.5,4,4,3,4,0.5003124999999999,0.6472395833333333,0.6875,0.41000000000000003,0.590625,0.52,0.75,0.6717187499999999,0.75,0.7566666666666667,0.75,0.654,0.75,1,1,0.5,0.195,0.5,1,1,0.5,1,1,0.5,0.625,0.6812499999999999,1,0.8333333333333334,1,1,0.5,0.8333333333333334,0.5003124999999999,0.6472395833333333,0.6875,4,4,3,4
grad-25,24076,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,60,6,11,20,33,30,40,2,15,32,29,22,Development Economics,Development Economics,Development Economics,Development Economics,0.32,0.635,0.44999999999999996,0.675,0.385,0.655,0.52,Development Economics,Economics,2015,2014,NA,3,2,0,1,1,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,8,16,23,28,25,0,0,0,0,0,5,30,4,24,5,0.7925925925925926,1,0.9333333333333333,0.4444444444444444,3,3,4,3,0.5125,0.6331305114638448,0.5625,0.385,0.64,0.6446296296296297,0.8333333333333333,0.42142857142857143,0.25,0.7333333333333333,0.75,0.94,0.875,1,1,0.6666666666666666,0.44999999999999996,0.645,1,1,0.6666666666666666,0.8,1,0,0.32,0.635,1,0.7925925925925926,1,0.9333333333333333,0.4444444444444444,0.7925925925925926,0.5125,0.6331305114638448,0.5625,3,3,4,3
grad-25,31693,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,15,10,20,35,25,10,13,20,25,30,15,10,Social Psychology,Social Psychology,Social Psychology,Social Psychology,0.115,0.42500000000000004,0.125,0.5125,0.12,0.46875,0.294375,Social Psychology,Sociology,NA,2018,NA,0,2,0,NA,1,NA,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,15,25,40,15,5,20,25,40,10,5,4,10,2,10,4,0.6074074074074074,1,0.6000000000000001,0.2222222222222222,4,4,4,3,0.27875,0.44994791666666667,0.6875,0.12,0.4375,0.3729166666666667,0.7333333333333334,0.24359375,0.625,0.2,0.75,0.52,0.75,0.6000000000000001,1,0,0.125,0.46875,0.8,1,0.6666666666666666,0.4,1,0,0.115,0.40625,1,0.6074074074074074,1,0.6000000000000001,0.2222222222222222,0.6074074074074074,0.27875,0.44994791666666667,0.6875,4,4,4,3
grad-25,23378,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,37,21,27,9,43,0,43,15,18,12,40,15,Developmental Psychology,Developmental Psychology,Developmental Psychology,Developmental Psychology,0.425,0.555,0.39,0.43500000000000005,0.4075,0.49500000000000005,0.45125000000000004,Developmental Psychology,Psychology,2019,NA,NA,1,0,0,0,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,20,16,44,10,4,35,18,43,0,4,41,4,42,4,0.7296296296296296,1,0.8,0.3888888888888889,3,2,3,3,0.46,0.5595640432098765,0.4375,0.4075,0.5125000000000001,0.5721296296296297,0.65,0.45656250000000004,0.625,0.7533333333333333,0.75,0.7,0.625,0.8,1,0.6666666666666666,0.39,0.49750000000000005,0.8,1,0.5,0.8,1,0,0.425,0.5275000000000001,1,0.7296296296296296,1,0.8,0.3888888888888889,0.7296296296296296,0.46,0.5595640432098765,0.4375,3,2,3,3
grad-25,6051,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,10,10,10,50,20,10,2,30,60,10,0,0,*****,*****,*****,*****,0.02,0.2,0.1,0.525,0.060000000000000005,0.36250000000000004,0.21125000000000002,*****,Political Science,2014,2014,NA,1,0,0,0,0,NA,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,10,50,20,10,30,60,10,0,0,4,10,3,2,3,0.5925925925925926,1,0.6666666666666666,0.1111111111111111,2,2,3,3,0.21125000000000002,0.3009567901234568,0.375,0.060000000000000005,0.36250000000000004,0.44537037037037036,0.3,0.1575,0.5,0.41333333333333333,0.75,0.494,0.75,0.8,1,0.3333333333333333,0.1,0.525,0.6,1,0,0.6,0,0,0.02,0.2,1,0.5925925925925926,1,0.6666666666666666,0.1111111111111111,0.5925925925925926,0.21125000000000002,0.3009567901234568,0.375,2,2,3,3
grad-25,6613,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,9,50,20,0,20,10,8,50,30,10,5,5,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.08,0.21250000000000002,0.14,0.30000000000000004,0.11000000000000001,0.25625000000000003,0.18312500000000004,Comparative Politics,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,15,10,15,30,50,30,10,5,5,3,19,2,8,2,0.6222222222222222,1,0.5333333333333333,0.3333333333333333,4,4,2,2,0.208125,0.37572916666666667,0.5,0.11000000000000001,0.30625,0.43,0.55,0.14718750000000003,1,0.08333333333333333,0.5,0.284,0.75,0.7,1,0.5,0.14,0.4,0.6000000000000001,1,0.5,0.30000000000000004,1,0,0.08,0.21250000000000002,1,0.6222222222222222,1,0.5333333333333333,0.3333333333333333,0.6222222222222222,0.208125,0.37572916666666667,0.5,4,4,2,2
faculty-75,33231,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,60,5,15,20,25,35,40,20,20,20,20,20,Behavioral Economics,Behavioral Economics,Behavioral Economics,Behavioral Economics,0.30000000000000004,0.5,0.5,0.675,0.4,0.5875,0.49375,Behavioral Economics,Economics,2014,2015,2017,10,7,5,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,10,20,30,35,10,20,40,20,10,5,40,3,20,5,0.8925925925925926,1,0.9,0.7777777777777778,5,4,4,4,0.496875,0.7131172839506172,0.8125,0.4,0.59375,0.6810185185185185,1,0.4583333333333333,0.25,0.5,0.75,0.9,1,1,1,0.6666666666666666,0.5,0.6875,1,1,1,0.7,1,0.6666666666666666,0.30000000000000004,0.5,1,0.8925925925925926,1,0.9,0.7777777777777778,0.8925925925925926,0.496875,0.7131172839506172,0.8125,5,4,4,4
grad-25,12719,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,2,40,20,20,10,10,10,10,20,30,20,20,Clinical Psychology,Clinical Psychology,Clinical Psychology,Clinical Psychology,0.1,0.55,0.060000000000000005,0.32499999999999996,0.08,0.4375,0.25875,Clinical Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,40,20,10,10,10,20,30,30,10,4,10,5,10,4,0.6222222222222222,1,0.8666666666666667,0,3,3,3,3,0.261875,0.3683912037037037,0.5,0.08,0.44375000000000003,0.3411111111111111,0.4,0.3640625,0.875,0.5833333333333334,0.75,0.58,0.625,0.8,1,0,0.060000000000000005,0.35,0.8,0,0,1,0,0,0.1,0.5375000000000001,1,0.6222222222222222,1,0.8666666666666667,0,0.6222222222222222,0.261875,0.3683912037037037,0.5,3,3,3,3
faculty-75,15467,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Experimental,Published Author,20,5,15,40,25,15,15,10,20,30,25,15,Organizational,Organizational,Organizational,Organizational,0.08499999999999999,0.5375,0.11,0.575,0.0975,0.5562499999999999,0.32687499999999997,Organizational,Sociology,2007,2000,NA,0,5,0,1,1,NA,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,20,40,30,6,4,10,20,40,20,10,3,2,4,2,5,0.7555555555555555,1,0.7666666666666667,0.5,4,4,3,2,0.2921875,0.5622974537037037,0.5625,0.0975,0.486875,0.3561111111111111,0.95,0.38078125,0.25,0.4666666666666667,0.75,0.51,0.75,0.6,1,0,0.11,0.45499999999999996,0.9,1,1,0.8,1,0.5,0.08499999999999999,0.51875,1,0.7555555555555555,1,0.7666666666666667,0.5,0.7555555555555555,0.2921875,0.5622974537037037,0.5625,4,4,3,2
grad-25,27896,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,61,25,25,0,26,24,26,40,20,20,0,20,American Politics,American Politics,American Politics,American Politics,0.27,0.35,0.5549999999999999,0.49750000000000005,0.4125,0.42375,0.41812499999999997,American Politics,Political Science,2019,NA,NA,2,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,38,24,0,38,0,55,20,0,25,4,50,1,28,3,0.6111111111111112,1,0.5,0.3333333333333333,2,4,5,5,0.4475,0.41516782407407404,0.75,0.4125,0.48250000000000004,0.6609722222222222,0.3,0.28453125,0.5,0.26,0.25,0.418,0.625,0.7,1,1,0.5549999999999999,0.54625,0.6,1,0,0.2,1,0,0.27,0.41875,1,0.6111111111111112,1,0.5,0.3333333333333333,0.6111111111111112,0.4475,0.41516782407407404,0.75,2,4,5,5
grad-25,29979,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,PhD Student,5,10,20,50,10,10,3,30,30,30,5,5,Gender,Gender,Gender,Gender,0.03,0.3125,0.07500000000000001,0.475,0.052500000000000005,0.39375,0.223125,Gender,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25,25,20,20,20,20,50,5,5,5,10,4,3,5,0.6222222222222222,1,0.8666666666666667,0,4,4,4,4,0.24031249999999998,0.36625,0.75,0.052500000000000005,0.428125,0.41875,0.45,0.22999999999999998,0.75,0.5833333333333334,0.75,0.67,0.75,1,1,0,0.07500000000000001,0.50625,0.9,0,0,0.7,0,0,0.03,0.35,1,0.6222222222222222,1,0.8666666666666667,0,0.6222222222222222,0.24031249999999998,0.36625,0.75,4,4,4,4
grad-25,21380,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,50,34,29,17,12,8,61,36,31,30,3,0,Development Economics,Development Economics,Development Economics,Development Economics,0.45499999999999996,0.25,0.45499999999999996,0.3275,0.45499999999999996,0.28875,0.37187499999999996,Development Economics,Economics,2019,2019,2019,1,1,1,1,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30,31,20,16,3,47,30,13,7,3,2,41,4,30,5,0.9111111111111111,1,0.7333333333333334,1,5,4,2,2,0.3684375,0.6624479166666667,0.5625,0.45499999999999996,0.281875,0.5225,1,0.46484375,0.75,0.99,1,0.718,0.75,0.4,1,1,0.45499999999999996,0.3275,1,1,1,0.8,1,1,0.45499999999999996,0.23625,1,0.9111111111111111,1,0.7333333333333334,1,0.9111111111111111,0.3684375,0.6624479166666667,0.5625,5,4,2,2
grad-25,35272,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,7,2,10,38,30,20,8,5,20,30,30,15,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.07500000000000001,0.575,0.07,0.64,0.07250000000000001,0.6074999999999999,0.33999999999999997,Labor Economics,Economics,2018,NA,NA,1,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,10,20,30,30,10,10,20,30,25,15,4,7,2,7,4,0.6296296296296297,1,0.6666666666666667,0.2222222222222222,3,3,2,4,0.3209375,0.3925559413580247,0.5,0.07250000000000001,0.569375,0.4915740740740741,0.4,0.28609375,0.625,0.16666666666666666,0.75,0.28,0.75,0.8,1,0.6666666666666666,0.07,0.5825,0.8,1,0,0.4,1,0,0.07500000000000001,0.5562499999999999,1,0.6296296296296297,1,0.6666666666666667,0.2222222222222222,0.6296296296296297,0.3209375,0.3925559413580247,0.5,3,3,2,4
